Text(1) | Tiempo: 36097 ms | TextId: So01.Do01.V2017-06-29.Se02.T01 | No. Concepts: 18 | Doc: So01.Do01 - 2017-06-29 | Section: Diagnosis 
Text(1261) | Tiempo: 2556 ms | TextId: So01.Do123.V2017-06-29.Se02.T06 | No. Concepts: 3 | Doc: So01.Do123 - 2017-06-29 | Section: Diagnosis 
Text(1262) | Tiempo: 394 ms | TextId: So01.Do123.V2017-06-29.Se02.T07 | No. Concepts: 1 | Doc: So01.Do123 - 2017-06-29 | Section: Diagnosis 
Text(1263) | Tiempo: 2028 ms | TextId: So01.Do123.V2017-06-29.Se02.T08 | No. Concepts: 2 | Doc: So01.Do123 - 2017-06-29 | Section: Diagnosis 
Text(1264) | Tiempo: 14115 ms | TextId: So01.Do1230.V2017-06-29.Se01.T01 | No. Concepts: 7 | Doc: So01.Do1230 - 2017-06-29 | Section: Cause 
Text(1265) | Tiempo: 4832 ms | TextId: So01.Do1230.V2017-06-29.Se01.T02 | No. Concepts: 3 | Doc: So01.Do1230 - 2017-06-29 | Section: Cause 
Text(1266) | Tiempo: 12743 ms | TextId: So01.Do1230.V2017-06-29.Se02.T01 | No. Concepts: 6 | Doc: So01.Do1230 - 2017-06-29 | Section: Diagnosis 
Text(1267) | Tiempo: 47656 ms | TextId: So01.Do1230.V2017-06-29.Se04.T01 | No. Concepts: 12 | Doc: So01.Do1230 - 2017-06-29 | Section: Signs and symptoms 
Text(1268) | Tiempo: 11117 ms | TextId: So01.Do1232.V2017-06-29.Se02.T01 | No. Concepts: 5 | Doc: So01.Do1232 - 2017-06-29 | Section: Diagnosis 
Text(1269) | Tiempo: 29 ms | TextId: So01.Do1232.V2017-06-29.Se02.T02 | No. Concepts: 1 | Doc: So01.Do1232 - 2017-06-29 | Section: Diagnosis 
Text(1270) | Tiempo: 10572 ms | TextId: So01.Do1232.V2017-06-29.Se02.T03 | No. Concepts: 5 | Doc: So01.Do1232 - 2017-06-29 | Section: Diagnosis 
Text(1271) | Tiempo: 2167 ms | TextId: So01.Do1232.V2017-06-29.Se02.T04 | No. Concepts: 3 | Doc: So01.Do1232 - 2017-06-29 | Section: Diagnosis 
Text(1272) | Tiempo: 12274 ms | TextId: So01.Do1232.V2017-06-29.Se04.T01 | No. Concepts: 6 | Doc: So01.Do1232 - 2017-06-29 | Section: Signs and symptoms 
Text(1273) | Tiempo: 14893 ms | TextId: So01.Do1232.V2017-06-29.Se04.T02 | No. Concepts: 6 | Doc: So01.Do1232 - 2017-06-29 | Section: Signs and symptoms 
Text(1274) | Tiempo: 293 ms | TextId: So01.Do1233.V2017-06-29.Se01.T01 | No. Concepts: 1 | Doc: So01.Do1233 - 2017-06-29 | Section: Cause 
Text(1275) | Tiempo: 10410 ms | TextId: So01.Do1233.V2017-06-29.Se02.T01 | No. Concepts: 5 | Doc: So01.Do1233 - 2017-06-29 | Section: Diagnosis 
Text(1276) | Tiempo: 7492 ms | TextId: So01.Do1233.V2017-06-29.Se02.T02 | No. Concepts: 4 | Doc: So01.Do1233 - 2017-06-29 | Section: Diagnosis 
Text(1277) | Tiempo: 6302 ms | TextId: So01.Do1233.V2017-06-29.Se02.T03 | No. Concepts: 3 | Doc: So01.Do1233 - 2017-06-29 | Section: Diagnosis 
Text(1278) | Tiempo: 53840 ms | TextId: So01.Do1233.V2017-06-29.Se02.T04 | No. Concepts: 18 | Doc: So01.Do1233 - 2017-06-29 | Section: Diagnosis 
Text(1279) | Tiempo: 25561 ms | TextId: So01.Do1234.V2017-06-29.Se02.T01 | No. Concepts: 7 | Doc: So01.Do1234 - 2017-06-29 | Section: Diagnosis 
Text(1280) | Tiempo: 21800 ms | TextId: So01.Do1234.V2017-06-29.Se02.T02 | No. Concepts: 12 | Doc: So01.Do1234 - 2017-06-29 | Section: Diagnosis 
Text(1281) | Tiempo: 6932 ms | TextId: So01.Do1234.V2017-06-29.Se02.T03 | No. Concepts: 3 | Doc: So01.Do1234 - 2017-06-29 | Section: Diagnosis 
Text(1282) | Tiempo: 15401 ms | TextId: So01.Do1234.V2017-06-29.Se02.T04 | No. Concepts: 5 | Doc: So01.Do1234 - 2017-06-29 | Section: Diagnosis 
Text(1283) | Tiempo: 84 ms | TextId: So01.Do1234.V2017-06-29.Se02.T05 | No. Concepts: 1 | Doc: So01.Do1234 - 2017-06-29 | Section: Diagnosis 
Text(1284) | Tiempo: 4424 ms | TextId: So01.Do1234.V2017-06-29.Se02.T06 | No. Concepts: 2 | Doc: So01.Do1234 - 2017-06-29 | Section: Diagnosis 
Text(1285) | Tiempo: 109 ms | TextId: So01.Do1234.V2017-06-29.Se02.T07 | No. Concepts: 1 | Doc: So01.Do1234 - 2017-06-29 | Section: Diagnosis 
Text(1286) | Tiempo: 1423 ms | TextId: So01.Do1234.V2017-06-29.Se02.T08 | No. Concepts: 1 | Doc: So01.Do1234 - 2017-06-29 | Section: Diagnosis 
Text(1287) | Tiempo: 34525 ms | TextId: So01.Do1236.V2017-06-29.Se04.T01 | No. Concepts: 11 | Doc: So01.Do1236 - 2017-06-29 | Section: Signs and symptoms 
Text(1288) | Tiempo: 9135 ms | TextId: So01.Do1236.V2017-06-29.Se04.T02 | No. Concepts: 4 | Doc: So01.Do1236 - 2017-06-29 | Section: Signs and symptoms 
Text(1289) | Tiempo: 181 ms | TextId: So01.Do1236.V2017-06-29.Se04.T03 | No. Concepts: 1 | Doc: So01.Do1236 - 2017-06-29 | Section: Signs and symptoms 
Text(1290) | Tiempo: 7353 ms | TextId: So01.Do1236.V2017-06-29.Se04.T04 | No. Concepts: 4 | Doc: So01.Do1236 - 2017-06-29 | Section: Signs and symptoms 
Text(1291) | Tiempo: 7471 ms | TextId: So01.Do1236.V2017-06-29.Se04.T05 | No. Concepts: 3 | Doc: So01.Do1236 - 2017-06-29 | Section: Signs and symptoms 
Text(1292) | Tiempo: 9372 ms | TextId: So01.Do1236.V2017-06-29.Se04.T06 | No. Concepts: 4 | Doc: So01.Do1236 - 2017-06-29 | Section: Signs and symptoms 
Text(1293) | Tiempo: 3329 ms | TextId: So01.Do1236.V2017-06-29.Se04.T07 | No. Concepts: 2 | Doc: So01.Do1236 - 2017-06-29 | Section: Signs and symptoms 
Text(1294) | Tiempo: 17089 ms | TextId: So01.Do1238.V2017-06-29.Se04.T01 | No. Concepts: 8 | Doc: So01.Do1238 - 2017-06-29 | Section: Signs and symptoms 
Text(1295) | Tiempo: 21037 ms | TextId: So01.Do1238.V2017-06-29.Se04.T02 | No. Concepts: 8 | Doc: So01.Do1238 - 2017-06-29 | Section: Signs and symptoms 
Text(1296) | Tiempo: 615 ms | TextId: So01.Do1238.V2017-06-29.Se04.T03 | No. Concepts: 1 | Doc: So01.Do1238 - 2017-06-29 | Section: Signs and symptoms 
Text(1297) | Tiempo: 452 ms | TextId: So01.Do1238.V2017-06-29.Se04.T04 | No. Concepts: 1 | Doc: So01.Do1238 - 2017-06-29 | Section: Signs and symptoms 
Text(1298) | Tiempo: 3301 ms | TextId: So01.Do1238.V2017-06-29.Se04.T05 | No. Concepts: 3 | Doc: So01.Do1238 - 2017-06-29 | Section: Signs and symptoms 
Text(1299) | Tiempo: 4445 ms | TextId: So01.Do1239.V2017-06-29.Se02.T01 | No. Concepts: 3 | Doc: So01.Do1239 - 2017-06-29 | Section: Diagnosis 
Text(1300) | Tiempo: 73713 ms | TextId: So01.Do1239.V2017-06-29.Se02.T02 | No. Concepts: 27 | Doc: So01.Do1239 - 2017-06-29 | Section: Diagnosis 
Text(1301) | Tiempo: 42668 ms | TextId: So01.Do1239.V2017-06-29.Se04.T01 | No. Concepts: 11 | Doc: So01.Do1239 - 2017-06-29 | Section: Signs and symptoms 
Text(1302) | Tiempo: 12998 ms | TextId: So01.Do124.V2017-06-29.Se02.T01 | No. Concepts: 6 | Doc: So01.Do124 - 2017-06-29 | Section: Diagnosis 
Text(1303) | Tiempo: 32339 ms | TextId: So01.Do124.V2017-06-29.Se02.T02 | No. Concepts: 12 | Doc: So01.Do124 - 2017-06-29 | Section: Diagnosis 
Text(1304) | Tiempo: 12174 ms | TextId: So01.Do124.V2017-06-29.Se02.T03 | No. Concepts: 6 | Doc: So01.Do124 - 2017-06-29 | Section: Diagnosis 
Text(1305) | Tiempo: 12655 ms | TextId: So01.Do124.V2017-06-29.Se04.T01 | No. Concepts: 4 | Doc: So01.Do124 - 2017-06-29 | Section: Signs and symptoms 
Text(1306) | Tiempo: 5560 ms | TextId: So01.Do124.V2017-06-29.Se04.T02 | No. Concepts: 2 | Doc: So01.Do124 - 2017-06-29 | Section: Signs and symptoms 
Text(1307) | Tiempo: 26 ms | TextId: So01.Do124.V2017-06-29.Se04.T03 | No. Concepts: 1 | Doc: So01.Do124 - 2017-06-29 | Section: Signs and symptoms 
Text(1308) | Tiempo: 26597 ms | TextId: So01.Do124.V2017-06-29.Se04.T04 | No. Concepts: 7 | Doc: So01.Do124 - 2017-06-29 | Section: Signs and symptoms 
Text(1309) | Tiempo: 125 ms | TextId: So01.Do124.V2017-06-29.Se04.T05 | No. Concepts: 1 | Doc: So01.Do124 - 2017-06-29 | Section: Signs and symptoms 
Text(1310) | Tiempo: 18453 ms | TextId: So01.Do124.V2017-06-29.Se04.T06 | No. Concepts: 7 | Doc: So01.Do124 - 2017-06-29 | Section: Signs and symptoms 
Text(1311) | Tiempo: 9385 ms | TextId: So01.Do124.V2017-06-29.Se04.T07 | No. Concepts: 4 | Doc: So01.Do124 - 2017-06-29 | Section: Signs and symptoms 
Text(1312) | Tiempo: 31643 ms | TextId: So01.Do1242.V2017-06-29.Se02.T01 | No. Concepts: 12 | Doc: So01.Do1242 - 2017-06-29 | Section: Diagnosis 
Text(1313) | Tiempo: 8796 ms | TextId: So01.Do1242.V2017-06-29.Se04.T01 | No. Concepts: 6 | Doc: So01.Do1242 - 2017-06-29 | Section: Signs and symptoms 
Text(1314) | Tiempo: 13763 ms | TextId: So01.Do1243.V2017-06-29.Se02.T01 | No. Concepts: 8 | Doc: So01.Do1243 - 2017-06-29 | Section: Diagnosis 
Text(1315) | Tiempo: 10574 ms | TextId: So01.Do125.V2017-06-29.Se01.T01 | No. Concepts: 6 | Doc: So01.Do125 - 2017-06-29 | Section: Cause 
Text(1316) | Tiempo: 3076 ms | TextId: So01.Do125.V2017-06-29.Se01.T02 | No. Concepts: 3 | Doc: So01.Do125 - 2017-06-29 | Section: Cause 
Text(1317) | Tiempo: 24251 ms | TextId: So01.Do1251.V2017-06-29.Se01.T01 | No. Concepts: 11 | Doc: So01.Do1251 - 2017-06-29 | Section: Cause 
Text(1318) | Tiempo: 4944 ms | TextId: So01.Do1251.V2017-06-29.Se01.T02 | No. Concepts: 3 | Doc: So01.Do1251 - 2017-06-29 | Section: Cause 
Text(1319) | Tiempo: 14587 ms | TextId: So01.Do1251.V2017-06-29.Se01.T03 | No. Concepts: 6 | Doc: So01.Do1251 - 2017-06-29 | Section: Cause 
Text(1320) | Tiempo: 8674 ms | TextId: So01.Do1251.V2017-06-29.Se01.T04 | No. Concepts: 5 | Doc: So01.Do1251 - 2017-06-29 | Section: Cause 
Text(1321) | Tiempo: 231 ms | TextId: So01.Do1251.V2017-06-29.Se01.T05 | No. Concepts: 1 | Doc: So01.Do1251 - 2017-06-29 | Section: Cause 
Text(1322) | Tiempo: 19336 ms | TextId: So01.Do1251.V2017-06-29.Se02.T01 | No. Concepts: 7 | Doc: So01.Do1251 - 2017-06-29 | Section: Diagnosis 
Text(1323) | Tiempo: 36400 ms | TextId: So01.Do1251.V2017-06-29.Se04.T01 | No. Concepts: 11 | Doc: So01.Do1251 - 2017-06-29 | Section: Signs and symptoms 
Text(1324) | Tiempo: 12191 ms | TextId: So01.Do1251.V2017-06-29.Se04.T02 | No. Concepts: 5 | Doc: So01.Do1251 - 2017-06-29 | Section: Signs and symptoms 
Text(1325) | Tiempo: 6240 ms | TextId: So01.Do1253.V2017-06-29.Se02.T01 | No. Concepts: 3 | Doc: So01.Do1253 - 2017-06-29 | Section: Diagnosis 
Text(1326) | Tiempo: 5326 ms | TextId: So01.Do1253.V2017-06-29.Se02.T02 | No. Concepts: 2 | Doc: So01.Do1253 - 2017-06-29 | Section: Diagnosis 
Text(1327) | Tiempo: 80949 ms | TextId: So01.Do1254.V2017-06-29.Se02.T01 | No. Concepts: 22 | Doc: So01.Do1254 - 2017-06-29 | Section: Diagnosis 
Text(1328) | Tiempo: 4186 ms | TextId: So01.Do1254.V2017-06-29.Se02.T02 | No. Concepts: 2 | Doc: So01.Do1254 - 2017-06-29 | Section: Diagnosis 
Text(1329) | Tiempo: 67816 ms | TextId: So01.Do1254.V2017-06-29.Se02.T03 | No. Concepts: 13 | Doc: So01.Do1254 - 2017-06-29 | Section: Diagnosis 
Text(1330) | Tiempo: 61269 ms | TextId: So01.Do1254.V2017-06-29.Se02.T04 | No. Concepts: 17 | Doc: So01.Do1254 - 2017-06-29 | Section: Diagnosis 
Text(1331) | Tiempo: 73276 ms | TextId: So01.Do1254.V2017-06-29.Se02.T05 | No. Concepts: 14 | Doc: So01.Do1254 - 2017-06-29 | Section: Diagnosis 
Text(1332) | Tiempo: 25 ms | TextId: So01.Do1254.V2017-06-29.Se02.T06 | No. Concepts: 1 | Doc: So01.Do1254 - 2017-06-29 | Section: Diagnosis 
Text(1333) | Tiempo: 30535 ms | TextId: So01.Do1254.V2017-06-29.Se02.T07 | No. Concepts: 10 | Doc: So01.Do1254 - 2017-06-29 | Section: Diagnosis 
Text(1334) | Tiempo: 16569 ms | TextId: So01.Do1254.V2017-06-29.Se02.T08 | No. Concepts: 6 | Doc: So01.Do1254 - 2017-06-29 | Section: Diagnosis 
Text(1335) | Tiempo: 22 ms | TextId: So01.Do1254.V2017-06-29.Se02.T09 | No. Concepts: 1 | Doc: So01.Do1254 - 2017-06-29 | Section: Diagnosis 
Text(1336) | Tiempo: 53140 ms | TextId: So01.Do1254.V2017-06-29.Se02.T10 | No. Concepts: 14 | Doc: So01.Do1254 - 2017-06-29 | Section: Diagnosis 
Text(1337) | Tiempo: 16199 ms | TextId: So01.Do1254.V2017-06-29.Se02.T11 | No. Concepts: 5 | Doc: So01.Do1254 - 2017-06-29 | Section: Diagnosis 
Text(1338) | Tiempo: 15068 ms | TextId: So01.Do1254.V2017-06-29.Se02.T12 | No. Concepts: 5 | Doc: So01.Do1254 - 2017-06-29 | Section: Diagnosis 
Text(1339) | Tiempo: 13743 ms | TextId: So01.Do1255.V2017-06-29.Se04.T01 | No. Concepts: 4 | Doc: So01.Do1255 - 2017-06-29 | Section: Signs and symptoms 
Text(1340) | Tiempo: 10274 ms | TextId: So01.Do1255.V2017-06-29.Se04.T02 | No. Concepts: 3 | Doc: So01.Do1255 - 2017-06-29 | Section: Signs and symptoms 
Text(1341) | Tiempo: 21758 ms | TextId: So01.Do1255.V2017-06-29.Se04.T03 | No. Concepts: 7 | Doc: So01.Do1255 - 2017-06-29 | Section: Signs and symptoms 
Text(1342) | Tiempo: 41 ms | TextId: So01.Do1255.V2017-06-29.Se04.T04 | No. Concepts: 1 | Doc: So01.Do1255 - 2017-06-29 | Section: Signs and symptoms 
Text(1343) | Tiempo: 9086 ms | TextId: So01.Do1256.V2017-06-29.Se04.T01 | No. Concepts: 4 | Doc: So01.Do1256 - 2017-06-29 | Section: Signs and symptoms 
Text(1344) | Tiempo: 160349 ms | TextId: So01.Do1256.V2017-06-29.Se04.T02 | No. Concepts: 44 | Doc: So01.Do1256 - 2017-06-29 | Section: Signs and symptoms 
Text(1345) | Tiempo: 36585 ms | TextId: So01.Do1256.V2017-06-29.Se04.T03 | No. Concepts: 14 | Doc: So01.Do1256 - 2017-06-29 | Section: Signs and symptoms 
Text(1346) | Tiempo: 42575 ms | TextId: So01.Do1256.V2017-06-29.Se04.T04 | No. Concepts: 10 | Doc: So01.Do1256 - 2017-06-29 | Section: Signs and symptoms 
Text(1347) | Tiempo: 13131 ms | TextId: So01.Do1256.V2017-06-29.Se04.T05 | No. Concepts: 6 | Doc: So01.Do1256 - 2017-06-29 | Section: Signs and symptoms 
Text(1348) | Tiempo: 9942 ms | TextId: So01.Do1257.V2017-06-29.Se02.T01 | No. Concepts: 3 | Doc: So01.Do1257 - 2017-06-29 | Section: Diagnosis 
Text(1349) | Tiempo: 29 ms | TextId: So01.Do1257.V2017-06-29.Se02.T02 | No. Concepts: 1 | Doc: So01.Do1257 - 2017-06-29 | Section: Diagnosis 
Text(1350) | Tiempo: 3704 ms | TextId: So01.Do1257.V2017-06-29.Se02.T03 | No. Concepts: 2 | Doc: So01.Do1257 - 2017-06-29 | Section: Diagnosis 
Text(1351) | Tiempo: 7528 ms | TextId: So01.Do1257.V2017-06-29.Se02.T04 | No. Concepts: 3 | Doc: So01.Do1257 - 2017-06-29 | Section: Diagnosis 
Text(1352) | Tiempo: 11004 ms | TextId: So01.Do1257.V2017-06-29.Se02.T05 | No. Concepts: 5 | Doc: So01.Do1257 - 2017-06-29 | Section: Diagnosis 
Text(1353) | Tiempo: 5639 ms | TextId: So01.Do1257.V2017-06-29.Se02.T06 | No. Concepts: 3 | Doc: So01.Do1257 - 2017-06-29 | Section: Diagnosis 
Text(1354) | Tiempo: 11375 ms | TextId: So01.Do1257.V2017-06-29.Se02.T07 | No. Concepts: 5 | Doc: So01.Do1257 - 2017-06-29 | Section: Diagnosis 
Text(1355) | Tiempo: 41 ms | TextId: So01.Do1257.V2017-06-29.Se02.T08 | No. Concepts: 1 | Doc: So01.Do1257 - 2017-06-29 | Section: Diagnosis 
Text(1356) | Tiempo: 12730 ms | TextId: So01.Do1257.V2017-06-29.Se02.T09 | No. Concepts: 4 | Doc: So01.Do1257 - 2017-06-29 | Section: Diagnosis 
Text(1357) | Tiempo: 268 ms | TextId: So01.Do1257.V2017-06-29.Se02.T10 | No. Concepts: 1 | Doc: So01.Do1257 - 2017-06-29 | Section: Diagnosis 
Text(1358) | Tiempo: 4372 ms | TextId: So01.Do1257.V2017-06-29.Se02.T11 | No. Concepts: 3 | Doc: So01.Do1257 - 2017-06-29 | Section: Diagnosis 
Text(1359) | Tiempo: 2347 ms | TextId: So01.Do1257.V2017-06-29.Se02.T12 | No. Concepts: 2 | Doc: So01.Do1257 - 2017-06-29 | Section: Diagnosis 
Text(1360) | Tiempo: 24 ms | TextId: So01.Do1257.V2017-06-29.Se02.T13 | No. Concepts: 1 | Doc: So01.Do1257 - 2017-06-29 | Section: Diagnosis 
Text(1361) | Tiempo: 4383 ms | TextId: So01.Do1257.V2017-06-29.Se02.T14 | No. Concepts: 3 | Doc: So01.Do1257 - 2017-06-29 | Section: Diagnosis 
Text(1362) | Tiempo: 4390 ms | TextId: So01.Do1259.V2017-06-29.Se02.T01 | No. Concepts: 3 | Doc: So01.Do1259 - 2017-06-29 | Section: Diagnosis 
Text(1363) | Tiempo: 24297 ms | TextId: So01.Do1259.V2017-06-29.Se02.T02 | No. Concepts: 8 | Doc: So01.Do1259 - 2017-06-29 | Section: Diagnosis 
Text(1364) | Tiempo: 29 ms | TextId: So01.Do1259.V2017-06-29.Se02.T03 | No. Concepts: 1 | Doc: So01.Do1259 - 2017-06-29 | Section: Diagnosis 
Text(1365) | Tiempo: 2475 ms | TextId: So01.Do126.V2017-06-29.Se02.T01 | No. Concepts: 2 | Doc: So01.Do126 - 2017-06-29 | Section: Diagnosis 
Text(1366) | Tiempo: 26831 ms | TextId: So01.Do126.V2017-06-29.Se02.T02 | No. Concepts: 14 | Doc: So01.Do126 - 2017-06-29 | Section: Diagnosis 
Text(1367) | Tiempo: 114 ms | TextId: So01.Do126.V2017-06-29.Se02.T03 | No. Concepts: 1 | Doc: So01.Do126 - 2017-06-29 | Section: Diagnosis 
Text(1368) | Tiempo: 14920 ms | TextId: So01.Do126.V2017-06-29.Se02.T04 | No. Concepts: 2 | Doc: So01.Do126 - 2017-06-29 | Section: Diagnosis 
Text(1369) | Tiempo: 7689 ms | TextId: So01.Do126.V2017-06-29.Se02.T05 | No. Concepts: 3 | Doc: So01.Do126 - 2017-06-29 | Section: Diagnosis 
Text(1370) | Tiempo: 10428 ms | TextId: So01.Do126.V2017-06-29.Se02.T06 | No. Concepts: 4 | Doc: So01.Do126 - 2017-06-29 | Section: Diagnosis 
Text(1371) | Tiempo: 9382 ms | TextId: So01.Do126.V2017-06-29.Se02.T07 | No. Concepts: 3 | Doc: So01.Do126 - 2017-06-29 | Section: Diagnosis 
Text(1372) | Tiempo: 16872 ms | TextId: So01.Do126.V2017-06-29.Se02.T08 | No. Concepts: 5 | Doc: So01.Do126 - 2017-06-29 | Section: Diagnosis 
Text(1373) | Tiempo: 1406 ms | TextId: So01.Do126.V2017-06-29.Se02.T09 | No. Concepts: 1 | Doc: So01.Do126 - 2017-06-29 | Section: Diagnosis 
Text(1374) | Tiempo: 7827 ms | TextId: So01.Do126.V2017-06-29.Se04.T01 | No. Concepts: 3 | Doc: So01.Do126 - 2017-06-29 | Section: Signs and symptoms 
Text(1375) | Tiempo: 26 ms | TextId: So01.Do126.V2017-06-29.Se04.T02 | No. Concepts: 1 | Doc: So01.Do126 - 2017-06-29 | Section: Signs and symptoms 
Text(1376) | Tiempo: 4114 ms | TextId: So01.Do126.V2017-06-29.Se04.T03 | No. Concepts: 2 | Doc: So01.Do126 - 2017-06-29 | Section: Signs and symptoms 
Text(1377) | Tiempo: 32910 ms | TextId: So01.Do126.V2017-06-29.Se04.T04 | No. Concepts: 14 | Doc: So01.Do126 - 2017-06-29 | Section: Signs and symptoms 
Text(1378) | Tiempo: 101 ms | TextId: So01.Do126.V2017-06-29.Se04.T05 | No. Concepts: 1 | Doc: So01.Do126 - 2017-06-29 | Section: Signs and symptoms 
Text(1379) | Tiempo: 3653 ms | TextId: So01.Do126.V2017-06-29.Se04.T06 | No. Concepts: 2 | Doc: So01.Do126 - 2017-06-29 | Section: Signs and symptoms 
Text(1380) | Tiempo: 7509 ms | TextId: So01.Do126.V2017-06-29.Se04.T07 | No. Concepts: 3 | Doc: So01.Do126 - 2017-06-29 | Section: Signs and symptoms 
Text(1381) | Tiempo: 10597 ms | TextId: So01.Do126.V2017-06-29.Se04.T08 | No. Concepts: 4 | Doc: So01.Do126 - 2017-06-29 | Section: Signs and symptoms 
Text(1382) | Tiempo: 8822 ms | TextId: So01.Do126.V2017-06-29.Se04.T09 | No. Concepts: 3 | Doc: So01.Do126 - 2017-06-29 | Section: Signs and symptoms 
Text(1383) | Tiempo: 28236 ms | TextId: So01.Do126.V2017-06-29.Se04.T10 | No. Concepts: 5 | Doc: So01.Do126 - 2017-06-29 | Section: Signs and symptoms 
Text(1384) | Tiempo: 1079 ms | TextId: So01.Do126.V2017-06-29.Se04.T11 | No. Concepts: 1 | Doc: So01.Do126 - 2017-06-29 | Section: Signs and symptoms 
Text(1385) | Tiempo: 7004 ms | TextId: So01.Do1268.V2017-06-29.Se02.T01 | No. Concepts: 4 | Doc: So01.Do1268 - 2017-06-29 | Section: Diagnosis 
Text(1386) | Tiempo: 3619 ms | TextId: So01.Do1268.V2017-06-29.Se02.T02 | No. Concepts: 2 | Doc: So01.Do1268 - 2017-06-29 | Section: Diagnosis 
Text(1387) | Tiempo: 60435 ms | TextId: So01.Do1268.V2017-06-29.Se02.T03 | No. Concepts: 22 | Doc: So01.Do1268 - 2017-06-29 | Section: Diagnosis 
Text(1388) | Tiempo: 34068 ms | TextId: So01.Do1268.V2017-06-29.Se02.T04 | No. Concepts: 13 | Doc: So01.Do1268 - 2017-06-29 | Section: Diagnosis 
Text(1389) | Tiempo: 45769 ms | TextId: So01.Do1268.V2017-06-29.Se02.T05 | No. Concepts: 16 | Doc: So01.Do1268 - 2017-06-29 | Section: Diagnosis 
Text(1390) | Tiempo: 12598 ms | TextId: So01.Do127.V2017-06-29.Se02.T01 | No. Concepts: 3 | Doc: So01.Do127 - 2017-06-29 | Section: Diagnosis 
Text(1391) | Tiempo: 10347 ms | TextId: So01.Do127.V2017-06-29.Se02.T02 | No. Concepts: 6 | Doc: So01.Do127 - 2017-06-29 | Section: Diagnosis 
Text(1392) | Tiempo: 148 ms | TextId: So01.Do127.V2017-06-29.Se02.T03 | No. Concepts: 1 | Doc: So01.Do127 - 2017-06-29 | Section: Diagnosis 
Text(1393) | Tiempo: 17 ms | TextId: So01.Do127.V2017-06-29.Se02.T04 | No. Concepts: 1 | Doc: So01.Do127 - 2017-06-29 | Section: Diagnosis 
Text(1394) | Tiempo: 14 ms | TextId: So01.Do127.V2017-06-29.Se02.T05 | No. Concepts: 1 | Doc: So01.Do127 - 2017-06-29 | Section: Diagnosis 
Text(1395) | Tiempo: 193 ms | TextId: So01.Do127.V2017-06-29.Se02.T06 | No. Concepts: 1 | Doc: So01.Do127 - 2017-06-29 | Section: Diagnosis 
Text(1396) | Tiempo: 101 ms | TextId: So01.Do127.V2017-06-29.Se02.T07 | No. Concepts: 1 | Doc: So01.Do127 - 2017-06-29 | Section: Diagnosis 
Text(1397) | Tiempo: 21600 ms | TextId: So01.Do1272.V2017-06-29.Se02.T01 | No. Concepts: 11 | Doc: So01.Do1272 - 2017-06-29 | Section: Diagnosis 
Text(1398) | Tiempo: 30155 ms | TextId: So01.Do1272.V2017-06-29.Se02.T02 | No. Concepts: 12 | Doc: So01.Do1272 - 2017-06-29 | Section: Diagnosis 
Text(1399) | Tiempo: 29765 ms | TextId: So01.Do1273.V2017-06-29.Se02.T01 | No. Concepts: 14 | Doc: So01.Do1273 - 2017-06-29 | Section: Diagnosis 
Text(1400) | Tiempo: 9607 ms | TextId: So01.Do1273.V2017-06-29.Se02.T02 | No. Concepts: 4 | Doc: So01.Do1273 - 2017-06-29 | Section: Diagnosis 
Text(1401) | Tiempo: 4121 ms | TextId: So01.Do1273.V2017-06-29.Se02.T03 | No. Concepts: 2 | Doc: So01.Do1273 - 2017-06-29 | Section: Diagnosis 
Text(1402) | Tiempo: 18597 ms | TextId: So01.Do1273.V2017-06-29.Se02.T04 | No. Concepts: 5 | Doc: So01.Do1273 - 2017-06-29 | Section: Diagnosis 
Text(1403) | Tiempo: 19750 ms | TextId: So01.Do1273.V2017-06-29.Se02.T05 | No. Concepts: 5 | Doc: So01.Do1273 - 2017-06-29 | Section: Diagnosis 
Text(1404) | Tiempo: 26441 ms | TextId: So01.Do1278.V2017-06-29.Se02.T01 | No. Concepts: 8 | Doc: So01.Do1278 - 2017-06-29 | Section: Diagnosis 
Text(1405) | Tiempo: 16742 ms | TextId: So01.Do1278.V2017-06-29.Se02.T02 | No. Concepts: 6 | Doc: So01.Do1278 - 2017-06-29 | Section: Diagnosis 
Text(1406) | Tiempo: 4722 ms | TextId: So01.Do128.V2017-06-29.Se01.T01 | No. Concepts: 2 | Doc: So01.Do128 - 2017-06-29 | Section: Cause 
Text(1407) | Tiempo: 365 ms | TextId: So01.Do128.V2017-06-29.Se01.T02 | No. Concepts: 1 | Doc: So01.Do128 - 2017-06-29 | Section: Cause 
Text(1408) | Tiempo: 5146 ms | TextId: So01.Do128.V2017-06-29.Se01.T03 | No. Concepts: 3 | Doc: So01.Do128 - 2017-06-29 | Section: Cause 
Text(1409) | Tiempo: 18482 ms | TextId: So01.Do128.V2017-06-29.Se02.T01 | No. Concepts: 8 | Doc: So01.Do128 - 2017-06-29 | Section: Diagnosis 
Text(1410) | Tiempo: 35379 ms | TextId: So01.Do128.V2017-06-29.Se04.T01 | No. Concepts: 16 | Doc: So01.Do128 - 2017-06-29 | Section: Signs and symptoms 
Text(1411) | Tiempo: 14144 ms | TextId: So01.Do128.V2017-06-29.Se04.T02 | No. Concepts: 6 | Doc: So01.Do128 - 2017-06-29 | Section: Signs and symptoms 
